sample	chr_pos	meth_pct	coverage
EGAN00001341988	chr13_87447540	66.6666666666667	3
EGAN00001341988	chr13_99977890	0	1
EGAN00001341988	chr13_111422484	100	1
EGAN00001341988	chr9_263022	75	4
EGAN00001341988	chr9_11233815	100	3
EGAN00001341988	chr9_20682982	100	2
EGAN00001341988	chr9_21152362	100	7
EGAN00001341988	chr9_36826325	50	2
EGAN00001341988	chr9_42853495	25	4
EGAN00001341988	chr9_63348247	66.6666666666667	3
EGAN00001341988	chr9_76836241	50	2
EGAN00001341988	chr9_77514982	0	6
EGAN00001341988	chr9_78618458	100	1
EGAN00001341988	chr9_80747246	100	2
EGAN00001341988	chr9_81101871	85.7142857142857	7
EGAN00001341988	chr9_127752452	100	2
EGAN00001341988	chr9_134026344	0	1
EGAN00001341988	chr9_135481350	100	2
EGAN00001341988	chr19_4208634	100	1
EGAN00001341988	chr19_6933868	100	4
EGAN00001341988	chr19_9960591	33.3333333333333	3
EGAN00001341988	chr19_10547625	60	5
EGAN00001341988	chr19_14428342	50	2
EGAN00001341988	chr19_17224895	100	1
EGAN00001341988	chr19_19228631	100	3
EGAN00001341988	chr19_39437477	100	1
EGAN00001341988	chr19_47022375	25	4
EGAN00001341988	chr19_47357047	100	4
EGAN00001341988	chr19_48096320	75	4
EGAN00001341988	chr19_50259120	100	1
EGAN00001341988	chr19_56667668	0	1
EGAN00001341988	chr10_13054037	80	5
EGAN00001341988	chr10_22875783	100	4
EGAN00001341988	chr10_32230625	75	4
EGAN00001341988	chr10_43215249	0	1
EGAN00001341988	chr10_103848137	0	1
EGAN00001341988	chr10_116238155	100	2
EGAN00001341988	chr10_117126088	0	1
EGAN00001341988	chr10_117126333	100	2
EGAN00001341988	chr10_123497213	25	4
EGAN00001341988	chr10_130359215	50	2
EGAN00001341988	chr10_131581723	100	2
EGAN00001341988	chr3_26878167	100	2
EGAN00001341988	chr3_46984285	100	3
EGAN00001341988	chr3_46988170	0	2
EGAN00001341988	chr3_54203074	100	2
EGAN00001341988	chr3_61178549	50	6
EGAN00001341988	chr3_72302013	100	4
EGAN00001341988	chr3_75583245	0	2
EGAN00001341988	chr3_75583318	0	3
EGAN00001341988	chr3_95090765	100	4
EGAN00001341988	chr3_98758134	100	1
EGAN00001341988	chr3_122232635	75	4
EGAN00001341988	chr3_124292638	100	4
EGAN00001341988	chr3_126214216	100	1
EGAN00001341988	chr3_141009558	60	5
EGAN00001341988	chr3_157701978	66.6666666666667	3
EGAN00001341988	chr3_161514273	75	4
EGAN00001341988	chr3_187890625	100	2
EGAN00001341988	chr3_196648504	0	1
EGAN00001341988	chr7_5164167	100	3
EGAN00001341988	chr7_5564384	50	2
EGAN00001341988	chr7_30642492	100	2
EGAN00001341988	chr7_43199785	0	4
EGAN00001341988	chr7_56454779	100	2
EGAN00001341988	chr7_58045908	100	3
EGAN00001341988	chr7_73565783	40	5
EGAN00001341988	chr7_95917591	100	2
EGAN00001341988	chr7_115420145	100	1
EGAN00001341988	chr7_116306146	100	2
EGAN00001341988	chr7_134355048	75	4
EGAN00001341988	chr20_18728365	66.6666666666667	3
EGAN00001341988	chr20_38892436	0	1
EGAN00001341988	chr20_41378024	50	4
EGAN00001341988	chr20_53469500	75	4
EGAN00001341988	chr20_63131247	33.3333333333333	3
EGAN00001341988	chr11_12886036	0	1
EGAN00001341988	chr11_18108059	100	2
EGAN00001341988	chr11_66959350	25	4
EGAN00001341988	chr11_68878159	0	1
EGAN00001341988	chr11_69152182	50	4
EGAN00001341988	chr11_117071886	100	2
EGAN00001341988	chr11_125382866	50	2
EGAN00001341988	chr11_125418747	0	1
EGAN00001341988	chr11_131933432	100	3
EGAN00001341988	chr11_132479453	100	1
EGAN00001341988	chr22_26630073	83.3333333333333	6
EGAN00001341988	chr22_26665011	100	4
EGAN00001341988	chr22_27803413	100	1
EGAN00001341988	chr22_46262573	100	1
EGAN00001341988	chr22_49646965	100	1
EGAN00001341988	chr22_50267083	100	2
EGAN00001341988	chr21_14070208	100	3
EGAN00001341988	chr21_19898807	0	1
EGAN00001341988	chr21_37565327	100	2
EGAN00001341988	chr21_38664557	66.6666666666667	3
EGAN00001341988	chr21_42518157	0	1
EGAN00001341988	chr21_44344331	100	1
EGAN00001341988	chr21_45819850	100	1
EGAN00001341988	chr16_984377	50	2
EGAN00001341988	chr16_10385715	0	3
EGAN00001341988	chr16_26750116	66.6666666666667	3
EGAN00001341988	chr16_28862806	0	2
EGAN00001341988	chr16_29829449	50	2
EGAN00001341988	chr16_31639411	75	4
EGAN00001341988	chr16_32127597	100	2
EGAN00001341988	chr16_34663733	66.6666666666667	3
EGAN00001341988	chr16_49395896	83.3333333333333	6
EGAN00001341988	chr16_57529241	100	2
EGAN00001341988	chr16_83267621	100	1
EGAN00001341988	chr16_85509285	66.6666666666667	3
EGAN00001341988	chr16_88116470	100	1
EGAN00001341988	chr16_88786563	100	1
EGAN00001341988	chr8_4462694	100	1
EGAN00001341988	chr8_28419410	100	3
EGAN00001341988	chr8_41725935	33.3333333333333	3
EGAN00001341988	chr8_109229267	75	4
EGAN00001341988	chr8_140469431	66.6666666666667	3
EGAN00001341988	chr8_142700164	100	1
EGAN00001341988	chr8_142907539	75	4
EGAN00001341988	chr15_25644379	33.3333333333333	3
EGAN00001341988	chr15_37642362	100	5
EGAN00001341988	chr15_59863352	75	4
EGAN00001341988	chr15_77815002	100	2
EGAN00001341988	chr15_82808150	100	1
EGAN00001341988	chr15_82850898	0	1
EGAN00001341988	chr15_101653213	100	2
EGAN00001341988	chr17_4692189	100	3
EGAN00001341988	chr17_6985285	60	5
EGAN00001341988	chr17_68247196	0	1
EGAN00001341988	chr17_75539860	50	2
EGAN00001341988	chr17_81080366	50	2
EGAN00001341988	chr17_82000072	50	2
EGAN00001341988	chr18_14600023	0	3
EGAN00001341988	chr18_60868500	70	10
EGAN00001341989	chr8_4462694	66.6666666666667	12
EGAN00001341989	chr8_28419410	100	2
EGAN00001341989	chr8_41725935	0	1
EGAN00001341989	chr8_109229267	87.5	8
EGAN00001341989	chr8_127312020	100	1
EGAN00001341989	chr8_140469431	100	1
EGAN00001341989	chr8_142700164	100	1
EGAN00001341989	chr5_1597217	100	3
EGAN00001341989	chr5_1778903	100	2
EGAN00001341989	chr5_33600908	100	5
EGAN00001341989	chr5_36017684	100	5
EGAN00001341989	chr5_36953216	66.6666666666667	6
EGAN00001341989	chr5_58913787	0	1
EGAN00001341989	chr5_62208520	100	2
EGAN00001341989	chr5_63155217	100	3
EGAN00001341989	chr5_76199453	0	1
EGAN00001341989	chr5_88827334	0	1
EGAN00001341989	chr5_96656366	100	2
EGAN00001341989	chr5_134906266	100	1
EGAN00001341989	chr5_135036179	0	2
EGAN00001341989	chr5_137889034	33.3333333333333	3
EGAN00001341989	chr5_141477532	0	2
EGAN00001341989	chr5_146333950	100	1
EGAN00001341989	chr5_170715905	100	3
EGAN00001341989	chr1_3332671	0	1
EGAN00001341989	chr1_11644156	0	3
EGAN00001341989	chr1_16167239	100	1
EGAN00001341989	chr1_26030509	100	1
EGAN00001341989	chr1_26319849	0	4
EGAN00001341989	chr1_36555214	33.3333333333333	3
EGAN00001341989	chr1_53638146	0	2
EGAN00001341989	chr1_112329623	50	2
EGAN00001341989	chr1_114136997	100	1
EGAN00001341989	chr1_151352085	80	5
EGAN00001341989	chr1_153022380	0	1
EGAN00001341989	chr1_154707828	50	2
EGAN00001341989	chr1_156193528	0	1
EGAN00001341989	chr1_156246289	50	2
EGAN00001341989	chr1_167629958	0	5
EGAN00001341989	chr1_181629071	60	5
EGAN00001341989	chr1_212917135	57.1428571428571	7
EGAN00001341989	chr1_221839912	0	4
EGAN00001341989	chr10_13054037	100	6
EGAN00001341989	chr10_15761856	100	1
EGAN00001341989	chr10_22875783	100	1
EGAN00001341989	chr10_32230625	66.6666666666667	3
EGAN00001341989	chr10_43215249	66.6666666666667	3
EGAN00001341989	chr10_46051416	0	4
EGAN00001341989	chr10_86942707	100	2
EGAN00001341989	chr10_103848137	0	2
EGAN00001341989	chr10_116238155	100	1
EGAN00001341989	chr10_117126333	50	2
EGAN00001341989	chr10_123497213	100	1
EGAN00001341989	chr10_129394840	100	2
EGAN00001341989	chr10_130359215	50	2
EGAN00001341989	chr10_131223999	0	1
EGAN00001341989	chr10_132416091	0	2
EGAN00001341989	chr17_6985285	71.4285714285714	7
EGAN00001341989	chr17_68247196	0	1
EGAN00001341989	chr17_75539860	100	1
EGAN00001341989	chr17_82000072	100	1
EGAN00001341989	chr4_4461846	0	1
EGAN00001341989	chr4_6355382	0	1
EGAN00001341989	chr4_7722248	0	1
EGAN00001341989	chr4_12118549	57.1428571428571	7
EGAN00001341989	chr4_26822662	50	2
EGAN00001341989	chr4_37436122	33.3333333333333	3
EGAN00001341989	chr4_64314525	100	3
EGAN00001341989	chr4_64927430	100	7
EGAN00001341989	chr4_78704723	90.9090909090909	11
EGAN00001341989	chr4_134394695	100	6
EGAN00001341989	chr4_164959805	100	3
EGAN00001341989	chr4_184097440	0	2
EGAN00001341989	chr4_188315458	100	4
EGAN00001341989	chr11_12886036	0	2
EGAN00001341989	chr11_18108059	100	2
EGAN00001341989	chr11_64041133	100	2
EGAN00001341989	chr11_65642354	100	1
EGAN00001341989	chr11_66959350	42.8571428571429	7
EGAN00001341989	chr11_69152182	75	4
EGAN00001341989	chr11_69702042	33.3333333333333	3
EGAN00001341989	chr11_94584351	50	2
EGAN00001341989	chr11_117071886	100	3
EGAN00001341989	chr11_125382866	75	4
EGAN00001341989	chr11_125418747	100	4
EGAN00001341989	chr11_126461346	100	2
EGAN00001341989	chr11_132479453	100	1
EGAN00001341989	chr15_25644379	33.3333333333333	3
EGAN00001341989	chr15_37642362	100	3
EGAN00001341989	chr15_59863352	100	1
EGAN00001341989	chr15_65305540	0	2
EGAN00001341989	chr15_82808150	100	2
EGAN00001341989	chr15_82850898	50	2
EGAN00001341989	chr15_99438835	50	2
EGAN00001341989	chr15_101653213	100	1
EGAN00001341989	chr2_70202883	66.6666666666667	3
EGAN00001341989	chr2_70896812	50	2
EGAN00001341989	chr2_71024387	100	1
EGAN00001341989	chr2_101245113	100	5
EGAN00001341989	chr2_175400388	100	3
EGAN00001341989	chr2_203707953	100	4
EGAN00001341989	chr2_213001584	23.0769230769231	13
EGAN00001341989	chr2_217062556	80	5
EGAN00001341989	chr2_226994954	60	5
EGAN00001341989	chr2_228500207	0	1
EGAN00001341989	chr2_230318605	50	2
EGAN00001341989	chr3_26878167	66.6666666666667	6
EGAN00001341989	chr3_46984285	100	3
EGAN00001341989	chr3_46988170	0	2
EGAN00001341989	chr3_50340540	0	1
EGAN00001341989	chr3_54203074	66.6666666666667	3
EGAN00001341989	chr3_61178549	100	8
EGAN00001341989	chr3_75583245	33.3333333333333	3
EGAN00001341989	chr3_75583318	100	1
EGAN00001341989	chr3_95090765	60	5
EGAN00001341989	chr3_98758134	100	1
EGAN00001341989	chr3_122232635	25	4
EGAN00001341989	chr3_124292638	50	2
EGAN00001341989	chr3_126214216	100	1
EGAN00001341989	chr3_141009558	0	2
EGAN00001341989	chr3_157701978	100	3
EGAN00001341989	chr3_161514273	100	5
EGAN00001341989	chr3_196648504	100	3
EGAN00001341989	chr6_25263453	66.6666666666667	3
EGAN00001341989	chr6_27187194	100	7
EGAN00001341989	chr6_35503585	0	1
EGAN00001341989	chr6_45236020	83.3333333333333	6
EGAN00001341989	chr6_68487849	100	2
EGAN00001341989	chr6_68633390	0	1
EGAN00001341989	chr6_69431934	100	2
EGAN00001341989	chr6_96784428	100	6
EGAN00001341989	chr6_126033156	63.6363636363636	11
EGAN00001341989	chr6_133746072	100	1
EGAN00001341989	chr6_133948746	66.6666666666667	3
EGAN00001341989	chr6_138523563	66.6666666666667	6
EGAN00001341989	chr6_150490691	100	1
EGAN00001341989	chr6_158356641	80	5
EGAN00001341989	chr6_159578134	66.6666666666667	3
EGAN00001341989	chr7_5164167	100	3
EGAN00001341989	chr7_30642492	100	1
EGAN00001341989	chr7_43199785	0	8
EGAN00001341989	chr7_56454779	100	2
EGAN00001341989	chr7_58045908	57.1428571428571	7
EGAN00001341989	chr7_73565783	0	3
EGAN00001341989	chr7_95917591	50	4
EGAN00001341989	chr7_115420145	100	2
EGAN00001341989	chr7_116306146	80	5
EGAN00001341989	chr7_134355048	100	1
EGAN00001341989	chr18_14600023	18.1818181818182	11
EGAN00001341989	chr18_36160184	100	5
EGAN00001341989	chr18_60868500	50	8
EGAN00001341989	chr14_20747558	100	3
EGAN00001341989	chr14_68434182	100	5
EGAN00001341989	chr14_72645911	100	2
EGAN00001341989	chr14_92261125	33.3333333333333	3
EGAN00001341989	chr14_96585335	50	4
EGAN00001341989	chr14_97459083	50	2
EGAN00001341989	chr14_99617228	14.2857142857143	7
EGAN00001341989	chr14_102126515	50	2
EGAN00001341989	chr14_103332688	100	1
EGAN00001341989	chr14_104105553	100	1
EGAN00001341989	chr12_34421085	25	4
EGAN00001341989	chr12_47817468	0	1
EGAN00001341989	chr12_54329411	100	2
EGAN00001341989	chr12_96485658	0	1
EGAN00001341989	chr12_103365614	66.6666666666667	3
EGAN00001341989	chr12_104215539	100	1
EGAN00001341989	chr12_109264248	50	2
EGAN00001341989	chr12_109925358	0	1
EGAN00001341989	chr12_115334226	25	4
EGAN00001341989	chr12_121366048	100	3
EGAN00001341989	chr12_132417868	100	1
EGAN00001341989	chr12_133232969	0	2
EGAN00001341989	chr20_18728365	100	3
EGAN00001341989	chr20_31274499	100	1
EGAN00001341989	chr20_38892436	33.3333333333333	3
EGAN00001341989	chr20_41378024	100	2
EGAN00001341989	chr20_53469500	100	6
EGAN00001341989	chr20_56318577	100	2
EGAN00001341989	chr20_63131247	50	2
EGAN00001341989	chr20_63165100	0	1
EGAN00001341989	chr19_1081819	100	2
EGAN00001341989	chr19_4208634	0	1
EGAN00001341989	chr19_6933868	100	1
EGAN00001341989	chr19_7620450	100	1
EGAN00001341989	chr19_10547625	100	1
EGAN00001341989	chr19_14428342	100	1
EGAN00001341989	chr19_17224895	75	4
EGAN00001341989	chr19_19228631	50	2
EGAN00001341989	chr19_47022375	0	2
EGAN00001341989	chr19_47357047	50	2
EGAN00001341989	chr19_48096320	75	4
EGAN00001341989	chr22_12168418	0	1
EGAN00001341989	chr22_18958409	100	1
EGAN00001341989	chr22_26630073	100	4
EGAN00001341989	chr22_26665011	100	2
EGAN00001341989	chr22_27803413	100	2
EGAN00001341989	chr22_46262573	100	1
EGAN00001341989	chr22_49646965	50	2
EGAN00001341989	chr22_50267083	100	1
EGAN00001341989	chr22_50499363	100	3
EGAN00001341989	chrX_8064562	100	1
EGAN00001341989	chrX_9651990	50	2
EGAN00001341989	chrX_14690789	100	3
EGAN00001341989	chrX_19640587	100	3
EGAN00001341989	chrX_29799022	87.5	8
EGAN00001341989	chrX_30374129	100	2
EGAN00001341989	chrX_45479778	75	4
EGAN00001341989	chrX_47084584	80	5
EGAN00001341989	chrX_52246947	100	2
EGAN00001341989	chrX_66086837	71.4285714285714	7
EGAN00001341989	chrX_66639832	25	4
EGAN00001341989	chrX_70303289	75	4
EGAN00001341989	chrX_87489343	50	4
EGAN00001341989	chrX_88018355	40	5
EGAN00001341989	chrX_92117524	100	6
EGAN00001341989	chrX_103155912	50	2
EGAN00001341989	chrX_117454191	33.3333333333333	3
EGAN00001341989	chrX_121786794	80	5
EGAN00001341989	chrX_125833062	66.6666666666667	9
EGAN00001341989	chrX_131200477	100	1
EGAN00001341989	chrX_133812641	100	2
EGAN00001341989	chrX_134890929	100	3
EGAN00001341989	chrX_140679022	50	2
EGAN00001341989	chrX_142933309	66.6666666666667	3
EGAN00001341989	chrX_145393855	0	1
EGAN00001341989	chrX_145459539	100	7
EGAN00001341989	chrX_153892697	100	1
EGAN00001341989	chrX_154793630	42.8571428571429	7
EGAN00001341989	chr13_25852742	100	3
EGAN00001341989	chr13_51782350	80	5
EGAN00001341989	chr13_87447540	75	4
EGAN00001341989	chr13_111422484	100	1
EGAN00001341989	chr9_263022	100	2
EGAN00001341989	chr9_6873941	100	2
EGAN00001341989	chr9_11233815	88.8888888888889	9
EGAN00001341989	chr9_20682982	0	1
EGAN00001341989	chr9_21152362	66.6666666666667	3
EGAN00001341989	chr9_36826325	100	3
EGAN00001341989	chr9_42853495	50	2
EGAN00001341989	chr9_63348247	100	2
EGAN00001341989	chr9_76836241	100	2
EGAN00001341989	chr9_77514982	20	5
EGAN00001341989	chr9_78292300	80	5
EGAN00001341989	chr9_78618458	50	2
EGAN00001341989	chr9_81101871	75	4
EGAN00001341989	chr9_130376556	100	1
EGAN00001341989	chr9_135481350	33.3333333333333	3
EGAN00001341989	chr21_14070208	66.6666666666667	3
EGAN00001341989	chr21_19898807	66.6666666666667	3
EGAN00001341989	chr21_42518157	33.3333333333333	3
EGAN00001341989	chr21_44344331	100	2
EGAN00001341989	chr21_45819850	100	1
EGAN00001341989	chr16_984377	100	2
EGAN00001341989	chr16_10385715	75	4
EGAN00001341989	chr16_11330143	0	3
EGAN00001341989	chr16_26750116	100	3
EGAN00001341989	chr16_27143556	100	1
EGAN00001341989	chr16_28862806	0	1
EGAN00001341989	chr16_29829449	100	1
EGAN00001341989	chr16_31639411	100	4
EGAN00001341989	chr16_32127597	80	5
EGAN00001341989	chr16_34663733	50	2
EGAN00001341989	chr16_49395896	80	5
EGAN00001341989	chr16_57529241	66.6666666666667	3
EGAN00001341989	chr16_73010278	33.3333333333333	3
EGAN00001341989	chr16_83267621	100	1
EGAN00001341989	chr16_85509285	100	3
EGAN00001341989	chr16_88116470	50	2
EGAN00001341989	chr16_88786563	100	1
EGAN00001341989	chr16_88901804	100	2
EGAN00001341990	chr19_1081819	100	1
EGAN00001341990	chr19_4208634	100	1
EGAN00001341990	chr19_6933868	100	2
EGAN00001341990	chr19_9960591	50	4
EGAN00001341990	chr19_10547625	100	1
EGAN00001341990	chr19_14428342	100	4
EGAN00001341990	chr19_19228631	100	8
EGAN00001341990	chr19_39437477	100	3
EGAN00001341990	chr19_47022375	66.6666666666667	3
EGAN00001341990	chr19_47357047	100	2
EGAN00001341990	chr19_48096320	100	6
EGAN00001341990	chr19_56667668	50	2
EGAN00001341990	chr2_70202883	100	3
EGAN00001341990	chr2_70896812	33.3333333333333	3
EGAN00001341990	chr2_71024387	66.6666666666667	3
EGAN00001341990	chr2_101245113	66.6666666666667	3
EGAN00001341990	chr2_104373927	50	2
EGAN00001341990	chr2_128902340	66.6666666666667	3
EGAN00001341990	chr2_175400388	60	5
EGAN00001341990	chr2_182031185	60	5
EGAN00001341990	chr2_203707953	80	5
EGAN00001341990	chr2_213001584	16.6666666666667	12
EGAN00001341990	chr2_217062556	100	3
EGAN00001341990	chr2_226994954	100	5
EGAN00001341990	chr2_228500207	80	5
EGAN00001341990	chr2_230318605	0	1
EGAN00001341990	chr18_14600023	40	10
EGAN00001341990	chr18_36160184	100	7
EGAN00001341990	chr18_60868500	66.6666666666667	3
EGAN00001341990	chr18_77421661	100	2
EGAN00001341990	chr5_1597217	71.4285714285714	7
EGAN00001341990	chr5_1778903	77.7777777777778	9
EGAN00001341990	chr5_24317711	0	1
EGAN00001341990	chr5_33600908	100	3
EGAN00001341990	chr5_36017684	75	4
EGAN00001341990	chr5_36953216	100	6
EGAN00001341990	chr5_58913787	100	2
EGAN00001341990	chr5_62208520	75	8
EGAN00001341990	chr5_63155217	50	4
EGAN00001341990	chr5_88827334	25	4
EGAN00001341990	chr5_96656366	100	2
EGAN00001341990	chr5_134906266	100	2
EGAN00001341990	chr5_135036179	0	2
EGAN00001341990	chr5_137889034	0	2
EGAN00001341990	chr5_141477532	0	1
EGAN00001341990	chr5_146333950	50	4
EGAN00001341990	chr4_981446	75	4
EGAN00001341990	chr4_4461846	100	1
EGAN00001341990	chr4_6355382	20	5
EGAN00001341990	chr4_7722248	0	2
EGAN00001341990	chr4_8351429	100	2
EGAN00001341990	chr4_9381003	50	2
EGAN00001341990	chr4_12118549	50	8
EGAN00001341990	chr4_26822662	100	2
EGAN00001341990	chr4_37436122	0	1
EGAN00001341990	chr4_64314525	100	3
EGAN00001341990	chr4_64927430	76.9230769230769	13
EGAN00001341990	chr4_78704723	87.5	8
EGAN00001341990	chr4_134394695	80	5
EGAN00001341990	chr4_164959805	100	6
EGAN00001341990	chr4_184097440	33.3333333333333	3
EGAN00001341990	chr4_188315458	100	1
EGAN00001341990	chr7_5164167	100	2
EGAN00001341990	chr7_5564384	0	1
EGAN00001341990	chr7_30642492	100	1
EGAN00001341990	chr7_43199785	0	5
EGAN00001341990	chr7_56454779	66.6666666666667	3
EGAN00001341990	chr7_58045908	90.9090909090909	11
EGAN00001341990	chr7_73565783	0	1
EGAN00001341990	chr7_76166396	100	1
EGAN00001341990	chr7_95917591	60	5
EGAN00001341990	chr7_116306146	0	1
EGAN00001341990	chr7_134355048	85.7142857142857	7
EGAN00001341990	chr1_3332671	50	2
EGAN00001341990	chr1_11644156	100	1
EGAN00001341990	chr1_15584385	33.3333333333333	3
EGAN00001341990	chr1_16167239	100	2
EGAN00001341990	chr1_26319849	0	2
EGAN00001341990	chr1_36555214	100	2
EGAN00001341990	chr1_53638146	100	1
EGAN00001341990	chr1_96518976	50	2
EGAN00001341990	chr1_114136997	0	3
EGAN00001341990	chr1_119005528	75	8
EGAN00001341990	chr1_151352085	100	3
EGAN00001341990	chr1_153022380	33.3333333333333	3
EGAN00001341990	chr1_154707828	0	1
EGAN00001341990	chr1_156193528	0	2
EGAN00001341990	chr1_156246289	75	4
EGAN00001341990	chr1_167629958	0	2
EGAN00001341990	chr1_168997424	100	4
EGAN00001341990	chr1_181629071	83.3333333333333	6
EGAN00001341990	chr1_221839912	0	1
EGAN00001341990	chr9_263022	80	5
EGAN00001341990	chr9_11233815	100	3
EGAN00001341990	chr9_20682982	50	2
EGAN00001341990	chr9_21152362	100	5
EGAN00001341990	chr9_63348247	0	1
EGAN00001341990	chr9_76836241	60	5
EGAN00001341990	chr9_77514982	0	8
EGAN00001341990	chr9_78292300	50	4
EGAN00001341990	chr9_80747246	100	1
EGAN00001341990	chr9_81101871	100	3
EGAN00001341990	chr9_130376556	100	1
EGAN00001341990	chr9_134026344	50	2
EGAN00001341990	chr13_25852742	100	1
EGAN00001341990	chr13_51782350	100	2
EGAN00001341990	chr13_87447540	71.4285714285714	7
EGAN00001341990	chr13_99977890	100	2
EGAN00001341990	chr13_111422484	66.6666666666667	3
EGAN00001341990	chr11_12886036	20	5
EGAN00001341990	chr11_18108059	66.6666666666667	3
EGAN00001341990	chr11_64041133	100	4
EGAN00001341990	chr11_64236610	100	4
EGAN00001341990	chr11_65642354	100	1
EGAN00001341990	chr11_66959350	33.3333333333333	6
EGAN00001341990	chr11_68878159	100	1
EGAN00001341990	chr11_69152182	100	1
EGAN00001341990	chr11_69702042	50	2
EGAN00001341990	chr11_94584351	20	5
EGAN00001341990	chr11_117071886	85.7142857142857	7
EGAN00001341990	chr11_125382866	66.6666666666667	3
EGAN00001341990	chr11_125418747	100	4
EGAN00001341990	chr11_126461346	100	1
EGAN00001341990	chr11_131933432	75	4
EGAN00001341990	chr11_132479453	100	2
EGAN00001341990	chr3_26878167	80	5
EGAN00001341990	chr3_46984285	66.6666666666667	3
EGAN00001341990	chr3_46988170	0	1
EGAN00001341990	chr3_54203074	0	2
EGAN00001341990	chr3_61178549	62.5	8
EGAN00001341990	chr3_72302013	100	2
EGAN00001341990	chr3_75583245	0	7
EGAN00001341990	chr3_75583318	0	4
EGAN00001341990	chr3_95090765	87.5	8
EGAN00001341990	chr3_122232635	100	3
EGAN00001341990	chr3_124292638	100	3
EGAN00001341990	chr3_141009558	50	2
EGAN00001341990	chr3_157701978	100	6
EGAN00001341990	chr3_161514273	100	1
EGAN00001341990	chr3_196648504	66.6666666666667	3
EGAN00001341990	chr17_4692189	50	2
EGAN00001341990	chr17_6985285	75	4
EGAN00001341990	chr17_16415616	0	1
EGAN00001341990	chr17_68247196	20	5
EGAN00001341990	chr17_75539860	0	1
EGAN00001341990	chr17_82000072	100	1
EGAN00001341990	chr12_34421085	50	4
EGAN00001341990	chr12_47817468	0	1
EGAN00001341990	chr12_54329411	100	3
EGAN00001341990	chr12_103365614	50	4
EGAN00001341990	chr12_104215539	100	1
EGAN00001341990	chr12_115334226	66.6666666666667	3
EGAN00001341990	chr12_121366048	66.6666666666667	6
EGAN00001341990	chr12_124548162	100	1
EGAN00001341990	chr12_132417868	0	1
EGAN00001341990	chr12_133232969	75	4
EGAN00001341990	chr6_24684543	100	2
EGAN00001341990	chr6_25263453	0	1
EGAN00001341990	chr6_27187194	83.3333333333333	6
EGAN00001341990	chr6_35503585	0	2
EGAN00001341990	chr6_45236020	100	2
EGAN00001341990	chr6_68487849	100	3
EGAN00001341990	chr6_68633390	0	1
EGAN00001341990	chr6_69431934	83.3333333333333	6
EGAN00001341990	chr6_96784428	100	2
EGAN00001341990	chr6_126033156	90	10
EGAN00001341990	chr6_128911345	100	1
EGAN00001341990	chr6_133948746	50	2
EGAN00001341990	chr6_138523563	33.3333333333333	3
EGAN00001341990	chr6_150490691	100	1
EGAN00001341990	chr6_158356641	75	4
EGAN00001341990	chr6_159578134	50	4
EGAN00001341990	chr8_4462694	100	1
EGAN00001341990	chr8_28419410	100	2
EGAN00001341990	chr8_41725935	66.6666666666667	3
EGAN00001341990	chr8_109229267	75	4
EGAN00001341990	chr8_127312020	100	1
EGAN00001341990	chr8_140469431	40	5
EGAN00001341990	chr8_142700164	100	1
EGAN00001341990	chr8_142907539	100	1
EGAN00001341990	chr22_18958409	100	1
EGAN00001341990	chr22_26630073	100	5
EGAN00001341990	chr22_26665011	60	5
EGAN00001341990	chr22_27803413	83.3333333333333	6
EGAN00001341990	chr22_46262573	33.3333333333333	3
EGAN00001341990	chr22_50267083	100	1
EGAN00001341990	chr16_984377	50	2
EGAN00001341990	chr16_10385715	66.6666666666667	3
EGAN00001341990	chr16_11330143	25	4
EGAN00001341990	chr16_26750116	75	4
EGAN00001341990	chr16_28862806	75	4
EGAN00001341990	chr16_31427636	50	4
EGAN00001341990	chr16_31639411	100	5
EGAN00001341990	chr16_32127597	83.3333333333333	6
EGAN00001341990	chr16_34663733	100	4
EGAN00001341990	chr16_49395896	60	5
EGAN00001341990	chr16_73010278	50	2
EGAN00001341990	chr16_83267621	100	2
EGAN00001341990	chr16_88116470	66.6666666666667	3
EGAN00001341990	chr16_88786563	100	3
EGAN00001341990	chr15_25644379	0	2
EGAN00001341990	chr15_37642362	100	7
EGAN00001341990	chr15_59863352	25	4
EGAN00001341990	chr15_65305540	0	1
EGAN00001341990	chr15_77815002	100	1
EGAN00001341990	chr15_82808150	100	3
EGAN00001341990	chr15_82850898	33.3333333333333	3
EGAN00001341990	chr15_99438835	100	1
EGAN00001341990	chr15_101653213	0	3
EGAN00001341990	chr10_13054037	100	8
EGAN00001341990	chr10_15761856	33.3333333333333	3
EGAN00001341990	chr10_22875783	100	6
EGAN00001341990	chr10_32230625	75	4
EGAN00001341990	chr10_43215249	50	2
EGAN00001341990	chr10_48531683	100	3
EGAN00001341990	chr10_103848137	50	2
EGAN00001341990	chr10_116238155	66.6666666666667	3
EGAN00001341990	chr10_123497213	50	4
EGAN00001341990	chr10_131223999	0	2
EGAN00001341990	chrX_8064562	75	4
EGAN00001341990	chrX_9651990	100	1
EGAN00001341990	chrX_10473748	80	5
EGAN00001341990	chrX_14690789	100	6
EGAN00001341990	chrX_19640587	50	2
EGAN00001341990	chrX_29799022	85.7142857142857	7
EGAN00001341990	chrX_30374129	100	1
EGAN00001341990	chrX_45479778	100	4
EGAN00001341990	chrX_47084584	100	5
EGAN00001341990	chrX_52246947	60	5
EGAN00001341990	chrX_66086837	100	1
