cpg_site,category,chr,pos,gene,gene_start,gene_end,in_gene_body,is_ME_hit
chr7_158919357,ambiguous,chr7,158919357,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919495,constitutive,chr7,158919495,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919502,constitutive,chr7,158919502,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919521,constitutive,chr7,158919521,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919552,ambiguous,chr7,158919552,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919560,ME,chr7,158919560,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919580,constitutive,chr7,158919580,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919600,ambiguous,chr7,158919600,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919607,constitutive,chr7,158919607,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919614,ambiguous,chr7,158919614,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919660,ambiguous,chr7,158919660,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919714,ambiguous,chr7,158919714,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919869,Ecto_specific,chr7,158919869,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919877,constitutive,chr7,158919877,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919880,constitutive,chr7,158919880,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919894,ambiguous,chr7,158919894,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919927,constitutive,chr7,158919927,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919948,constitutive,chr7,158919948,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919951,constitutive,chr7,158919951,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919960,constitutive,chr7,158919960,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919985,constitutive,chr7,158919985,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158919997,constitutive,chr7,158919997,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920000,constitutive,chr7,158920000,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920009,constitutive,chr7,158920009,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920034,constitutive,chr7,158920034,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920048,constitutive,chr7,158920048,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920057,constitutive,chr7,158920057,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920082,constitutive,chr7,158920082,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920085,constitutive,chr7,158920085,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920093,constitutive,chr7,158920093,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920096,constitutive,chr7,158920096,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920105,constitutive,chr7,158920105,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920130,constitutive,chr7,158920130,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920189,constitutive,chr7,158920189,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920192,constitutive,chr7,158920192,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920201,constitutive,chr7,158920201,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920214,constitutive,chr7,158920214,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920226,constitutive,chr7,158920226,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920229,constitutive,chr7,158920229,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920288,constitutive,chr7,158920288,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920370,constitutive,chr7,158920370,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920381,constitutive,chr7,158920381,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920384,constitutive,chr7,158920384,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920393,constitutive,chr7,158920393,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920402,constitutive,chr7,158920402,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920441,constitutive,chr7,158920441,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920466,constitutive,chr7,158920466,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920537,constitutive,chr7,158920537,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920564,constitutive,chr7,158920564,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920576,constitutive,chr7,158920576,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920585,constitutive,chr7,158920585,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920633,ambiguous,chr7,158920633,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920764,constitutive,chr7,158920764,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920790,constitutive,chr7,158920790,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920893,constitutive,chr7,158920893,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920895,constitutive,chr7,158920895,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920915,constitutive,chr7,158920915,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920920,constitutive,chr7,158920920,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920942,constitutive,chr7,158920942,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920944,constitutive,chr7,158920944,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920955,constitutive,chr7,158920955,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158920969,constitutive,chr7,158920969,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921019,constitutive,chr7,158921019,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921049,ambiguous,chr7,158921049,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921264,constitutive,chr7,158921264,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921280,constitutive,chr7,158921280,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921310,ambiguous,chr7,158921310,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921321,constitutive,chr7,158921321,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921344,constitutive,chr7,158921344,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921352,constitutive,chr7,158921352,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921364,constitutive,chr7,158921364,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921387,constitutive,chr7,158921387,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921406,ambiguous,chr7,158921406,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921419,constitutive,chr7,158921419,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921427,ambiguous,chr7,158921427,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921469,ambiguous,chr7,158921469,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921489,ambiguous,chr7,158921489,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921589,constitutive,chr7,158921589,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921634,constitutive,chr7,158921634,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921724,constitutive,chr7,158921724,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921761,constitutive,chr7,158921761,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921766,constitutive,chr7,158921766,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921792,constitutive,chr7,158921792,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921825,constitutive,chr7,158921825,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921865,constitutive,chr7,158921865,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921870,constitutive,chr7,158921870,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921912,constitutive,chr7,158921912,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921915,constitutive,chr7,158921915,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921936,ambiguous,chr7,158921936,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921939,constitutive,chr7,158921939,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921947,constitutive,chr7,158921947,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921951,constitutive,chr7,158921951,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158921979,ambiguous,chr7,158921979,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922050,constitutive,chr7,158922050,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922081,constitutive,chr7,158922081,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922088,constitutive,chr7,158922088,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922122,constitutive,chr7,158922122,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922126,constitutive,chr7,158922126,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922219,constitutive,chr7,158922219,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922235,constitutive,chr7,158922235,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922255,constitutive,chr7,158922255,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922266,constitutive,chr7,158922266,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922306,constitutive,chr7,158922306,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922343,constitutive,chr7,158922343,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922379,constitutive,chr7,158922379,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922406,constitutive,chr7,158922406,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922432,constitutive,chr7,158922432,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922438,constitutive,chr7,158922438,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922447,constitutive,chr7,158922447,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922483,constitutive,chr7,158922483,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922570,constitutive,chr7,158922570,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922574,constitutive,chr7,158922574,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922605,constitutive,chr7,158922605,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922631,constitutive,chr7,158922631,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922721,constitutive,chr7,158922721,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158922760,constitutive,chr7,158922760,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923007,constitutive,chr7,158923007,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923040,constitutive,chr7,158923040,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923058,constitutive,chr7,158923058,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923076,constitutive,chr7,158923076,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923238,constitutive,chr7,158923238,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923271,ambiguous,chr7,158923271,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923296,constitutive,chr7,158923296,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923335,constitutive,chr7,158923335,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923358,ambiguous,chr7,158923358,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923433,ambiguous,chr7,158923433,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923465,constitutive,chr7,158923465,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923575,ambiguous,chr7,158923575,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923618,constitutive,chr7,158923618,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923626,constitutive,chr7,158923626,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923630,constitutive,chr7,158923630,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923642,constitutive,chr7,158923642,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923686,constitutive,chr7,158923686,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923693,constitutive,chr7,158923693,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923707,ambiguous,chr7,158923707,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923712,constitutive,chr7,158923712,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923717,constitutive,chr7,158923717,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923722,ambiguous,chr7,158923722,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923732,constitutive,chr7,158923732,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923781,ambiguous,chr7,158923781,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158923843,constitutive,chr7,158923843,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924133,ambiguous,chr7,158924133,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924155,constitutive,chr7,158924155,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924211,constitutive,chr7,158924211,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924286,constitutive,chr7,158924286,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924288,ambiguous,chr7,158924288,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924304,constitutive,chr7,158924304,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924310,constitutive,chr7,158924310,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924319,ambiguous,chr7,158924319,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924345,constitutive,chr7,158924345,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924355,constitutive,chr7,158924355,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924365,ambiguous,chr7,158924365,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924379,constitutive,chr7,158924379,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924402,constitutive,chr7,158924402,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924452,constitutive,chr7,158924452,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924694,constitutive,chr7,158924694,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924817,constitutive,chr7,158924817,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924916,constitutive,chr7,158924916,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158924944,constitutive,chr7,158924944,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925020,constitutive,chr7,158925020,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925045,constitutive,chr7,158925045,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925051,ambiguous,chr7,158925051,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925169,ambiguous,chr7,158925169,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925193,ambiguous,chr7,158925193,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925362,constitutive,chr7,158925362,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925434,ambiguous,chr7,158925434,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925555,ambiguous,chr7,158925555,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925623,constitutive,chr7,158925623,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925655,ambiguous,chr7,158925655,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925741,constitutive,chr7,158925741,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925767,constitutive,chr7,158925767,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925782,constitutive,chr7,158925782,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925786,constitutive,chr7,158925786,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925796,constitutive,chr7,158925796,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925859,constitutive,chr7,158925859,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158925996,constitutive,chr7,158925996,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926026,constitutive,chr7,158926026,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926106,constitutive,chr7,158926106,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926127,constitutive,chr7,158926127,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926158,constitutive,chr7,158926158,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926213,constitutive,chr7,158926213,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926247,constitutive,chr7,158926247,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926251,constitutive,chr7,158926251,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926427,constitutive,chr7,158926427,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926492,constitutive,chr7,158926492,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926526,constitutive,chr7,158926526,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926537,constitutive,chr7,158926537,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926546,constitutive,chr7,158926546,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926650,constitutive,chr7,158926650,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926691,constitutive,chr7,158926691,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926693,constitutive,chr7,158926693,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926764,constitutive,chr7,158926764,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158926803,constitutive,chr7,158926803,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158927021,constitutive,chr7,158927021,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158927091,constitutive,chr7,158927091,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158927115,constitutive,chr7,158927115,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158927156,ambiguous,chr7,158927156,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158927230,constitutive,chr7,158927230,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158927263,constitutive,chr7,158927263,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158927351,constitutive,chr7,158927351,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158927512,constitutive,chr7,158927512,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158927584,constitutive,chr7,158927584,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158927708,constitutive,chr7,158927708,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158927841,constitutive,chr7,158927841,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158927975,constitutive,chr7,158927975,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158927989,constitutive,chr7,158927989,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158928067,constitutive,chr7,158928067,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158928107,ME,chr7,158928107,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158928188,ambiguous,chr7,158928188,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158928221,constitutive,chr7,158928221,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158928401,constitutive,chr7,158928401,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158928472,constitutive,chr7,158928472,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158928482,constitutive,chr7,158928482,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158928542,constitutive,chr7,158928542,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158928611,constitutive,chr7,158928611,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158928635,constitutive,chr7,158928635,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158928731,constitutive,chr7,158928731,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158928817,constitutive,chr7,158928817,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158928855,ME,chr7,158928855,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158928875,ambiguous,chr7,158928875,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158928916,ambiguous,chr7,158928916,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158928960,constitutive,chr7,158928960,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929158,constitutive,chr7,158929158,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929163,constitutive,chr7,158929163,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929172,constitutive,chr7,158929172,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929288,constitutive,chr7,158929288,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929321,constitutive,chr7,158929321,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929335,constitutive,chr7,158929335,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929345,constitutive,chr7,158929345,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929369,constitutive,chr7,158929369,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929375,constitutive,chr7,158929375,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929413,constitutive,chr7,158929413,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929419,constitutive,chr7,158929419,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929435,ambiguous,chr7,158929435,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929475,constitutive,chr7,158929475,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929499,constitutive,chr7,158929499,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929522,constitutive,chr7,158929522,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929528,constitutive,chr7,158929528,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929537,constitutive,chr7,158929537,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929542,constitutive,chr7,158929542,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929561,constitutive,chr7,158929561,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929589,constitutive,chr7,158929589,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929834,constitutive,chr7,158929834,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929964,constitutive,chr7,158929964,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158929970,constitutive,chr7,158929970,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158930007,constitutive,chr7,158930007,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158930073,constitutive,chr7,158930073,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158930084,constitutive,chr7,158930084,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158930105,constitutive,chr7,158930105,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158930148,constitutive,chr7,158930148,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158930263,ambiguous,chr7,158930263,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158930287,constitutive,chr7,158930287,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158930590,constitutive,chr7,158930590,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158930771,constitutive,chr7,158930771,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158930812,constitutive,chr7,158930812,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158930822,constitutive,chr7,158930822,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158930828,constitutive,chr7,158930828,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158930887,constitutive,chr7,158930887,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158930959,constitutive,chr7,158930959,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158930963,constitutive,chr7,158930963,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158931544,constitutive,chr7,158931544,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158931667,constitutive,chr7,158931667,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158931779,constitutive,chr7,158931779,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158931816,constitutive,chr7,158931816,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158931840,constitutive,chr7,158931840,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158931857,constitutive,chr7,158931857,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158931967,constitutive,chr7,158931967,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158931988,constitutive,chr7,158931988,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158932022,constitutive,chr7,158932022,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158932076,ambiguous,chr7,158932076,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158932415,constitutive,chr7,158932415,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158932449,constitutive,chr7,158932449,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158932462,ambiguous,chr7,158932462,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158932500,constitutive,chr7,158932500,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158932551,constitutive,chr7,158932551,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158932564,ambiguous,chr7,158932564,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158932617,ambiguous,chr7,158932617,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158932625,constitutive,chr7,158932625,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158932676,constitutive,chr7,158932676,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158932931,ambiguous,chr7,158932931,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158933071,constitutive,chr7,158933071,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158933423,constitutive,chr7,158933423,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158933426,constitutive,chr7,158933426,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158933664,constitutive,chr7,158933664,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158934036,constitutive,chr7,158934036,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158934371,ambiguous,chr7,158934371,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158934386,constitutive,chr7,158934386,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158934705,ambiguous,chr7,158934705,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158934778,ambiguous,chr7,158934778,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158934999,ambiguous,chr7,158934999,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158935186,ambiguous,chr7,158935186,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158935189,ambiguous,chr7,158935189,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158935209,constitutive,chr7,158935209,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158935246,ambiguous,chr7,158935246,DYNC2I1,158839241,158956747,TRUE,FALSE
chr7_158935388,ambiguous,chr7,158935388,DYNC2I1,158839241,158956747,TRUE,FALSE
