cpg_site,chr,pos,gene,gene_start,gene_end,in_gene_body,is_meso_hit
chr6_56247100,chr6,56247100,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247104,chr6,56247104,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247110,chr6,56247110,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247226,chr6,56247226,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247228,chr6,56247228,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247238,chr6,56247238,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247262,chr6,56247262,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247339,chr6,56247339,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247358,chr6,56247358,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247391,chr6,56247391,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247406,chr6,56247406,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247418,chr6,56247418,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247437,chr6,56247437,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247480,chr6,56247480,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247493,chr6,56247493,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247501,chr6,56247501,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247517,chr6,56247517,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247521,chr6,56247521,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247528,chr6,56247528,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247542,chr6,56247542,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247574,chr6,56247574,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247594,chr6,56247594,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247601,chr6,56247601,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247615,chr6,56247615,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247617,chr6,56247617,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247628,chr6,56247628,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247645,chr6,56247645,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247700,chr6,56247700,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247750,chr6,56247750,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247767,chr6,56247767,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247792,chr6,56247792,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56247794,chr6,56247794,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56249793,chr6,56249793,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56249807,chr6,56249807,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56250092,chr6,56250092,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56250427,chr6,56250427,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56251415,chr6,56251415,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56251925,chr6,56251925,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56252357,chr6,56252357,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56252403,chr6,56252403,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56252890,chr6,56252890,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56252969,chr6,56252969,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56253656,chr6,56253656,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56253688,chr6,56253688,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56253916,chr6,56253916,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56254256,chr6,56254256,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56254327,chr6,56254327,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56254632,chr6,56254632,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56254770,chr6,56254770,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56255161,chr6,56255161,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56255213,chr6,56255213,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56255417,chr6,56255417,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56255807,chr6,56255807,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56255855,chr6,56255855,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56255861,chr6,56255861,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56255881,chr6,56255881,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56256097,chr6,56256097,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56256151,chr6,56256151,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56256488,chr6,56256488,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56256503,chr6,56256503,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56256557,chr6,56256557,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56256768,chr6,56256768,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56257848,chr6,56257848,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56258433,chr6,56258433,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56258517,chr6,56258517,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56258827,chr6,56258827,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56259370,chr6,56259370,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56259939,chr6,56259939,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56260321,chr6,56260321,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56260394,chr6,56260394,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56260434,chr6,56260434,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56261129,chr6,56261129,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56261221,chr6,56261221,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56261269,chr6,56261269,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56261444,chr6,56261444,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56261549,chr6,56261549,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56262092,chr6,56262092,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56262962,chr6,56262962,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56263086,chr6,56263086,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56263163,chr6,56263163,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56263504,chr6,56263504,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56263622,chr6,56263622,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56263837,chr6,56263837,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56264100,chr6,56264100,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56264618,chr6,56264618,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56264703,chr6,56264703,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56264859,chr6,56264859,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56265150,chr6,56265150,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56265455,chr6,56265455,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56265941,chr6,56265941,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56266185,chr6,56266185,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56266286,chr6,56266286,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56266944,chr6,56266944,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56267555,chr6,56267555,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56267578,chr6,56267578,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56267628,chr6,56267628,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56267671,chr6,56267671,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56268084,chr6,56268084,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56268110,chr6,56268110,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56268195,chr6,56268195,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56268294,chr6,56268294,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56268323,chr6,56268323,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56269373,chr6,56269373,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56269377,chr6,56269377,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56269955,chr6,56269955,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56270231,chr6,56270231,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56270250,chr6,56270250,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56270396,chr6,56270396,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56270672,chr6,56270672,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56271086,chr6,56271086,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56271520,chr6,56271520,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56271935,chr6,56271935,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56272417,chr6,56272417,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56272443,chr6,56272443,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56273276,chr6,56273276,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56273614,chr6,56273614,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56273957,chr6,56273957,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56275435,chr6,56275435,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56275483,chr6,56275483,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56275535,chr6,56275535,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56275793,chr6,56275793,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56276146,chr6,56276146,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56276240,chr6,56276240,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56276649,chr6,56276649,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56276715,chr6,56276715,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56276839,chr6,56276839,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56276847,chr6,56276847,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56276869,chr6,56276869,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56276871,chr6,56276871,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56276900,chr6,56276900,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56276908,chr6,56276908,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56276932,chr6,56276932,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56276952,chr6,56276952,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56276959,chr6,56276959,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56276964,chr6,56276964,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56277062,chr6,56277062,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56277066,chr6,56277066,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56277071,chr6,56277071,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56277119,chr6,56277119,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56277251,chr6,56277251,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56278155,chr6,56278155,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56278219,chr6,56278219,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56278417,chr6,56278417,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56278744,chr6,56278744,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56280054,chr6,56280054,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56280332,chr6,56280332,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56280360,chr6,56280360,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56280469,chr6,56280469,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56280542,chr6,56280542,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56280715,chr6,56280715,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56280750,chr6,56280750,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56280866,chr6,56280866,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56280983,chr6,56280983,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56280998,chr6,56280998,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56281381,chr6,56281381,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56281778,chr6,56281778,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56281992,chr6,56281992,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56282050,chr6,56282050,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56283443,chr6,56283443,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56283624,chr6,56283624,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56283697,chr6,56283697,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56283712,chr6,56283712,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56284121,chr6,56284121,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56284196,chr6,56284196,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56284252,chr6,56284252,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56284277,chr6,56284277,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56284398,chr6,56284398,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56284608,chr6,56284608,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56285602,chr6,56285602,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56285985,chr6,56285985,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56286260,chr6,56286260,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56286356,chr6,56286356,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56286519,chr6,56286519,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56286573,chr6,56286573,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56286630,chr6,56286630,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56287291,chr6,56287291,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56287646,chr6,56287646,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56287796,chr6,56287796,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56288036,chr6,56288036,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56288144,chr6,56288144,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56288410,chr6,56288410,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56288693,chr6,56288693,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56288747,chr6,56288747,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56289249,chr6,56289249,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56289298,chr6,56289298,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56289446,chr6,56289446,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56289880,chr6,56289880,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56289985,chr6,56289985,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56290002,chr6,56290002,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56290117,chr6,56290117,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56290360,chr6,56290360,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56290522,chr6,56290522,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56290568,chr6,56290568,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56290585,chr6,56290585,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56290611,chr6,56290611,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56290616,chr6,56290616,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56290735,chr6,56290735,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56290746,chr6,56290746,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56290779,chr6,56290779,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56290791,chr6,56290791,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56290795,chr6,56290795,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56290939,chr6,56290939,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56291008,chr6,56291008,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56291023,chr6,56291023,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56291400,chr6,56291400,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56291455,chr6,56291455,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56291562,chr6,56291562,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56291567,chr6,56291567,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56291665,chr6,56291665,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56291820,chr6,56291820,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56291896,chr6,56291896,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56291966,chr6,56291966,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56291984,chr6,56291984,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56292041,chr6,56292041,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56292093,chr6,56292093,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56292098,chr6,56292098,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56292148,chr6,56292148,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56292327,chr6,56292327,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56293133,chr6,56293133,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56293196,chr6,56293196,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56293942,chr6,56293942,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56293948,chr6,56293948,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56294016,chr6,56294016,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56294349,chr6,56294349,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56294575,chr6,56294575,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56294587,chr6,56294587,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56294749,chr6,56294749,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56295075,chr6,56295075,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56295236,chr6,56295236,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56296487,chr6,56296487,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56296568,chr6,56296568,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56297210,chr6,56297210,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56297873,chr6,56297873,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56298093,chr6,56298093,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56298165,chr6,56298165,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56298194,chr6,56298194,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56298347,chr6,56298347,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56298783,chr6,56298783,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56299169,chr6,56299169,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56299882,chr6,56299882,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56299905,chr6,56299905,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56300136,chr6,56300136,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56300940,chr6,56300940,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56301145,chr6,56301145,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56301757,chr6,56301757,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56301816,chr6,56301816,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56302414,chr6,56302414,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56303161,chr6,56303161,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56303338,chr6,56303338,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56303994,chr6,56303994,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56304031,chr6,56304031,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56304112,chr6,56304112,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56304126,chr6,56304126,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56304160,chr6,56304160,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56304445,chr6,56304445,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56304517,chr6,56304517,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56304982,chr6,56304982,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56305635,chr6,56305635,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56306548,chr6,56306548,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56306559,chr6,56306559,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307071,chr6,56307071,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307105,chr6,56307105,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307109,chr6,56307109,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307198,chr6,56307198,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307444,chr6,56307444,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307505,chr6,56307505,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307528,chr6,56307528,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307564,chr6,56307564,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307599,chr6,56307599,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307614,chr6,56307614,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307688,chr6,56307688,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307737,chr6,56307737,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307744,chr6,56307744,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307768,chr6,56307768,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307799,chr6,56307799,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307808,chr6,56307808,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307811,chr6,56307811,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56307850,chr6,56307850,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56308097,chr6,56308097,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56308126,chr6,56308126,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56308510,chr6,56308510,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56308606,chr6,56308606,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56308719,chr6,56308719,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56309063,chr6,56309063,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56309082,chr6,56309082,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56309135,chr6,56309135,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56309144,chr6,56309144,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56309273,chr6,56309273,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56309327,chr6,56309327,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56309414,chr6,56309414,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56309683,chr6,56309683,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56309890,chr6,56309890,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56310168,chr6,56310168,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56310187,chr6,56310187,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56310327,chr6,56310327,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56311022,chr6,56311022,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56311357,chr6,56311357,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56311373,chr6,56311373,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56311495,chr6,56311495,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56311943,chr6,56311943,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56312049,chr6,56312049,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56312133,chr6,56312133,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56312241,chr6,56312241,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56312696,chr6,56312696,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56312796,chr6,56312796,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56312985,chr6,56312985,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56313003,chr6,56313003,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56313068,chr6,56313068,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56313578,chr6,56313578,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56313915,chr6,56313915,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56314131,chr6,56314131,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56314262,chr6,56314262,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56314272,chr6,56314272,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56314539,chr6,56314539,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56314743,chr6,56314743,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56314836,chr6,56314836,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56314987,chr6,56314987,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56314993,chr6,56314993,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56315028,chr6,56315028,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56315262,chr6,56315262,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56315295,chr6,56315295,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56315361,chr6,56315361,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56315383,chr6,56315383,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56315459,chr6,56315459,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56315532,chr6,56315532,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56316614,chr6,56316614,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56317088,chr6,56317088,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56317165,chr6,56317165,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56318043,chr6,56318043,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56319088,chr6,56319088,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56319128,chr6,56319128,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56319360,chr6,56319360,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56319633,chr6,56319633,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56319817,chr6,56319817,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56320173,chr6,56320173,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56320236,chr6,56320236,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56321168,chr6,56321168,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56321603,chr6,56321603,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56321644,chr6,56321644,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56321729,chr6,56321729,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56321778,chr6,56321778,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56321827,chr6,56321827,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56321848,chr6,56321848,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56321931,chr6,56321931,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56321941,chr6,56321941,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56322159,chr6,56322159,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56323039,chr6,56323039,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56323086,chr6,56323086,COL21A1,56056590,56394094,TRUE,FALSE
chr6_56323482,chr6,56323482,COL21A1,56056590,56394094,TRUE,FALSE
